Data_vygruzki,kadastr,object_type,build_year,name,wall_material,Etazh_raspolozheniya__dlya_pomescheniya__MM_,God_vvoda,Kod_podgruppy__iz_perechnya_,KN_roditelskogo_obyekta__dlya_pomescheniy_,Etazhnost__dlya_zdaniya__roditelya_,Naznachenie,Kod_NP__iz_perechnya_,Kod_rascheta_vida_ispolzovaniya__iz_perechnya_,address,permitted_use,Kategoriya,Vid_kharakteristiki,deal_type,KN_ZU__v_granitsakh_kotorogo_raspolozhen_OKS,Nalichie_OKS_v_granitsakh_ZU,Data_vydachi__dokumenta_osnovaniya,Data_registratsii_prava,price_per_sqm,Vid_zaregistrirovannogo_prava__Kod_,Kolichestvo_obyektov_nedvizhimosti,KS_s_perechnya,Dolya_CHislitel,Dolya_Znamenatel,sravnenie,Razmer_priobretaemoy_doli_ili_razmery_priobretaemykh_doley,ploshad_zu_v_sostave,area,price_total,Маркер_Выброса,object_type_code,wall_material_code
2025-11-01,89:07:010101:6078,Помещение,2013.0,Квартира,Смешанные,2,,205.0,89:07:010101:6011,3,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Красноселькупский, с Красноселькуп, ул 40 лет Победы, д 21, кв 20",,,площадь,Купля-продажа,,,2025-09-22,2025-09-25,52727.27272727273,001001000000,1,,,,,,,55.0,2900000.0,,3.0,0.0
2025-11-01,89:11:020101:976,Помещение,2015.0,,Из легкобетонных панелей,4,,101.0,89:11:020101:374,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Железнодорожная, д 4, кв 26",,,площадь,Купля-продажа,,,2025-09-24,2025-09-25,159846.547314578,001001000000,1,,,,,,,39.1,6250000.0,,3.0,0.0
2025-11-01,89:11:020206:2666,Помещение,2024.0,,Бетонные,4,,101.0,89:11:020206:2534,8,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, улица Южная, дом 54А, квартира 19",,,площадь,Купля-продажа,,,2025-09-24,2025-09-25,189609.21875,001001000000,1,,,,,,,32.0,6067495.0,,3.0,0.0
2025-11-01,89:12:110601:1251,Помещение,1983.0,однокомнатная квартира,Крупнопанельные,2,,101.0,89:12:110601:835,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Советская, д 65, кв 35",,,площадь,Купля-продажа,,,2025-09-24,2025-09-25,175438.59649122806,001001000000,1,,,,,,,34.2,6000000.0,,3.0,0.0
2025-11-01,89:10:010306:911,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, промзона панель ""П"" по проезду №2, гараж №2",,,площадь,Купля-продажа,,,2025-09-23,2025-09-25,16221.374045801527,001001000000,1,,,,,,,52.4,850000.0,,3.0,0.0
2025-11-01,89:12:000000:8035,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК Ханто-1, ряд 21, гараж 11",,,площадь,Купля-продажа,,,2025-09-19,2025-09-26,20416.666666666668,001001000000,1,,,,,,,24.0,490000.0,,3.0,0.0
2025-11-01,89:08:010305:1336,Помещение,1996.0,Помещение: квартира,Рубленые,1,,201.0,89:08:010305:303,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Мичурина, д 11, кв 1",,,площадь,Купля-продажа,,,2025-09-06,2025-09-26,101744.18604651163,001001000000,1,,,,,,,137.6,14000000.0,,3.0,0.0
2025-11-01,89:12:110613:1829,Помещение,1983.0,одна комната в двухкомнатной квартире,Деревянные,2,,205.0,89:12:110612:98,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Ленина, д 13, кв 19",,,площадь,Купля-продажа,,,2025-09-25,2025-09-26,235562.1301775148,001001000000,1,,,,,,,16.9,3981000.0,,3.0,0.0
2025-11-01,89:11:050101:932,Помещение,1994.0,"помещение: однокомнатная квартира, назначение - жилое, этаж - 9",Железобетонные,9,,101.0,89:11:050101:156,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Дружба, д 2, корп 3, кв 34",,,площадь,Купля-продажа,,,2025-09-24,2025-09-29,177464.78873239437,001001000000,1,,,,,,,35.5,6300000.0,,3.0,0.0
2025-11-01,89:11:050102:1663,Помещение,1992.0,однокомнатная квартира,Крупнопанельные,7,,101.0,89:11:050102:367,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Восточный, д 6, корп 4, кв 32",,,площадь,Купля-продажа,,,2025-09-28,2025-09-29,147239.26380368098,001001000000,1,,,,,,,32.6,4800000.0,,3.0,0.0
2025-11-01,89:12:110601:1852,Помещение,1996.0,,Крупнопанельные,1,,205.0,89:12:110601:956,3,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, мкр Вынгапуровский, ул Полярная, д 5, кв 16",,,площадь,Купля-продажа,,,2025-09-19,2025-09-29,97451.27436281859,001001000000,1,,,,,,,66.7,6500000.0,,3.0,0.0
2025-11-01,89:12:000000:3682,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК Ханто-2, ряд 15, гараж 36",,,площадь,Купля-продажа,,,2025-09-26,2025-09-29,41666.666666666664,001001000000,1,,,,,,,24.0,1000000.0,,3.0,0.0
2025-11-01,89:02:020107:340,Помещение,2012.0,Помещение: квартира,Из прочих материалов,2,,205.0,89:02:020107:388,3,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Приуральский, с Аксарка, ул Северная, д 21, кв 6",,,площадь,Купля-продажа,,,2025-09-26,2025-09-29,178489.70251716246,001001000000,1,,,,,,,43.7,7800000.0,,3.0,0.0
2025-11-01,89:05:000000:12121,Помещение,2015.0,Цех РММ,,1,,722.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, Промбаза КТП-13 АООТ УТПС",,,площадь,Купля-продажа,,,2025-07-14,2025-09-29,20316.35802469136,001001000000,1,,,,,,,2592.0,52660000.0,,3.0,0.0
2025-11-01,89:05:020119:1501,Помещение,2025.0,Квартира,Бетонные,1,,101.0,89:05:020119:1490,6,Жилое,,,"Ямало-Ненецкий автономный округ, Пуровский, г. Тарко-Сале, ул. 50 лет Ямала, д. 9а, кв. 1",,,площадь,Купля-продажа,,,2025-09-18,2025-09-29,145435.99257884972,001001000000,1,,,,,,,53.9,7839000.0,,3.0,0.0
2025-11-01,89:05:020121:121,Помещение,1981.0,Квартира 3,Смешанные,1,,205.0,89:05:020121:46,2,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, ул 50 лет Ямала, д 2, кв 3",,,площадь,Купля-продажа,,,2025-09-18,2025-09-29,117482.26950354611,001001000000,1,,,,,,,56.4,6626000.0,,3.0,0.0
2025-11-01,89:11:030101:5510,Помещение,2024.0,,Смешанные,1,,306.0,89:11:030301:1882,1,Нежилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, Восточная промзона, панель Д",,,площадь,Купля-продажа,,,2025-09-25,2025-09-30,8445.945945945947,001001000000,1,,,,,,,177.6,1500000.0,,3.0,0.0
2025-11-01,89:11:020303:1567,Помещение,1987.0,однокомнатная квартира,Железобетонные,3,,101.0,89:11:020303:188,6,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Геологоразведчиков, д 12, кв 21",,,площадь,Купля-продажа,,,2025-09-26,2025-09-30,181796.69030732862,001001000000,1,,,,,,,42.3,7690000.0,,3.0,0.0
2025-11-01,89:10:010201:1091,Помещение,1973.0,Однокомнатная квартира,Крупнопанельные,3,,101.0,89:10:010201:442,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Комсомольская, д 7, кв 51",,,площадь,Купля-продажа,,,2025-09-29,2025-09-30,66666.66666666667,001001000000,1,,,,,,,28.5,1900000.0,,3.0,0.0
2025-11-01,89:12:000000:4721,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК Пелей-5, ряд 24, гараж 8",,,площадь,Купля-продажа,,,2025-09-27,2025-09-30,8750.0,001001000000,1,,,,,,,24.0,210000.0,,3.0,0.0
2026-01-01,89:10:010206:2557,Помещение,1982.0,Двухкомнатная квартира,Из прочих материалов,3,,101.0,89:10:010206:420,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, пр. Ленинградский, д 9, кв 22",,,площадь,Купля-продажа,,,2025-09-29,2025-10-01,68904.59363957596,Собственность,1,,,,,,,56.6,3900000.0,,3.0,0.0
2026-01-01,89:14:010101:1444,Помещение,2003.0,Квартира,Смешанные,2,,101.0,89:14:010101:214,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 1-й, д 22, кв 6",,,площадь,Купля-продажа,,,2025-09-30,2025-10-01,137931.03448275864,Собственность,1,,,,,,,84.1,11600000.0,,3.0,0.0
2026-01-01,89:10:010201:2245,Помещение,1976.0,Помещение,Крупнопанельные,1,,101.0,89:10:010201:407,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Комсомольская, д 20, кв 15",,,площадь,Купля-продажа,,,2025-09-30,2025-10-01,42338.70967741935,Собственность,1,,,,,,,74.4,3150000.0,,3.0,0.0
2026-01-01,89:12:110604:561,Помещение,2004.0,Помещение: двухкомнатная квартира,Деревянные,1,,205.0,89:12:110601:4808,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Советская, д 5, кв 6",,,площадь,Купля-продажа,,,2025-09-30,2025-10-01,118775.0,Собственность,1,,,,,,,46.4,5511160.0,,3.0,0.0
2026-01-01,89:12:110709:1914,Помещение,1993.0,двухкомнатная квартира,Крупнопанельные,3,,101.0,89:12:110709:238,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Высоцкого, д 46-А, кв 53",,,площадь,Купля-продажа,,,2025-09-30,2025-10-01,146817.8137651822,Собственность,1,,,,,,,49.4,7252800.0,,3.0,0.0
2026-01-01,89:05:020101:1775,Помещение,2013.0,Квартира,Кирпичные; Из мелких бетонных блоков,4,,101.0,89:05:020101:1735,6,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, ул Труда, д 4, корп 2, кв 56",,,площадь,Купля-продажа,,,2025-10-01,2025-10-02,166967.50902527076,Собственность,1,,,,,,,55.4,9250000.0,,3.0,0.0
2026-01-01,89:12:110710:2058,Помещение,1987.0,двухкомнатная квартира,Крупнопанельные,3,,101.0,89:12:110710:398,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул 40 лет Победы, д 11, кв 53",,,площадь,Купля-продажа,,,2025-10-01,2025-10-02,141666.66666666666,Общая совместная собственность,1,,,,,,,48.0,6800000.0,,3.0,0.0
2026-01-01,89:11:020204:1893,Помещение,2025.0,Коммерческие помещения,Иное,1,,107.0,89:11:020204:1841,10,Нежилое,,,"Ямало-Ненецкий автономный округ, город Новый Уренгой, микрорайон Созидателей, дом 3/2, нежилые помещения 1-4, 11-29, 36, 37",,,площадь,Купля-продажа,,,2025-09-17,2025-10-03,89000.0,Собственность,1,,,,,,,1281.8,114080200.0,,3.0,0.0
2026-01-01,89:09:000000:1322,Помещение,2015.0,часть здания: гараж в капитальном исполнении,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Лабытнанги, ул Гагарина, гаражная площадка №29, блок З, Гараж (бокс №28)",,,площадь,Купля-продажа,,,2025-10-02,2025-10-03,20574.162679425837,Собственность,1,,,,,,,20.9,430000.0,,3.0,0.0
2026-01-01,89:12:000000:5191,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК Ханто-1, ряд 5, гараж 54",,,площадь,Купля-продажа,,,2025-10-01,2025-10-03,22916.666666666668,Собственность,1,,,,,,,24.0,550000.0,,3.0,0.0
2026-01-01,89:09:010101:821,Помещение,2015.0,часть здания: гараж в капитальном исполнении,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Лабытнанги, ул Геологов, гаражная площадка №19, бокс №8",,,площадь,Купля-продажа,,,2025-09-30,2025-10-03,73170.73170731707,Собственность,1,,,,,,,24.6,1800000.0,,3.0,0.0
2026-01-01,89:14:010102:2973,Помещение,2024.0,Квартира,Из мелких бетонных блоков; Кирпичные,3,,101.0,89:14:010102:2931,6,Жилое,,,"Ямало-Ненецкий автономный округ, Городской округ город Губкинский, город Губкинский, микрорайон 2, дом 2, квартира 47",,,площадь,Купля-продажа,,,2025-10-01,2025-10-03,138888.88888888888,Собственность,1,,,,,,,36.0,5000000.0,,3.0,0.0
2026-01-01,89:13:010105:1806,Помещение,2017.0,"""Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции"" Распоряжение Администрации города Муравленко ""О признании многоквартирного дома 32 по улице Украинских строителей аварийным и подлежащим реконструкции"" № 868 от 08.07.2024 года.",Смешанные,2,,205.0,89:13:010105:1753,3,Жилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Украинских строителей, д 32, кв 53",,,площадь,Купля-продажа,,,2025-09-22,2025-10-03,167521.73913043478,Собственность,1,,,,,,,23.0,3853000.0,,3.0,0.0
2026-01-01,89:11:020207:489,Помещение,2016.0,Квартира,Из мелких бетонных блоков,8,,101.0,89:11:020207:445,11,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Тундровый, д 3, кв 276",,,площадь,Купля-продажа,,,2025-10-02,2025-10-03,131229.23588039866,Собственность,1,,,,,,,60.2,7900000.0,,3.0,0.0
2026-01-01,89:10:010306:1709,Помещение,2017.0,гараж №289,Железобетонные,1,,303.0,89:10:010306:1670,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, тер КССГ Автостоп, строен 3, гараж №289",,,площадь,Купля-продажа,,,2025-10-03,2025-10-06,34552.845528455284,Собственность,1,,,,,,,49.2,1700000.0,,3.0,0.0
2026-01-01,89:08:010204:1598,Помещение,2016.0,Помещение: квартира,Бетонные,3,,101.0,89:08:010204:1584,6,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Республики, д 67, кв 10",,,площадь,Купля-продажа,,,2025-10-03,2025-10-06,182417.58241758242,Собственность,1,,,,,,,45.5,8300000.0,,3.0,0.0
2026-01-01,89:11:020301:1302,Помещение,1982.0,помещение: однокомнатная квартира,Смешанные,2,,101.0,89:11:020301:184,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Интернациональная, д 1А, кв 93",,,площадь,Купля-продажа,,,2025-10-04,2025-10-06,178860.0,Собственность,1,,,,,,,39.0,6975540.0,,3.0,0.0
2026-01-01,89:01:010801:387,Помещение,1988.0,"Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции. Распоряжение Администрации муниципального образования Мужевское ""О переселении граждан и демонтаже многоквартирного жилого дома № 13 по ул. Советская в с. Мужи"" № 200 от 26.12.2019 года.",Смешанные,2,,205.0,89:01:010801:242,2,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Шурышкарский, с Мужи, ул Советская, д 13, кв 5",,,площадь,Купля-продажа,,,2025-10-03,2025-10-06,122295.37366548042,Собственность,1,,,,,,,56.2,6873000.0,,3.0,0.0
2026-01-01,89:11:050101:1432,Помещение,1995.0,однокомнатная квартира,Железобетонные,7,,101.0,89:11:050101:110,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Дружба, д 2, корп 6, кв 204",,,площадь,Купля-продажа,,,2025-10-03,2025-10-06,164835.16483516485,Собственность,1,,,,,,,36.4,6000000.0,,3.0,0.0
2026-01-01,89:11:020206:2535,Помещение,2024.0,,Бетонные,1,,101.0,89:11:020206:2534,8,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, улица Южная, дом 54А, квартира 79",,,площадь,Купля-продажа,,,2025-10-03,2025-10-06,174733.17865429234,Собственность,1,,,,,,,43.1,7531000.0,,3.0,0.0
2026-01-01,89:12:110703:755,Помещение,1990.0,Квартира в многоквартирном доме,Крупнопанельные,3,,101.0,89:12:110703:105,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Магистральная, д 115а, кв 9",,,площадь,Купля-продажа,,,2025-10-03,2025-10-06,145038.1679389313,Общая долевая собственность,1,,,,,,,65.5,9500000.0,,3.0,0.0
2026-01-01,89:11:020301:1750,Помещение,1982.0,,Из прочих материалов,2,,101.0,89:11:020301:167,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул 26 Съезда КПСС, д 8, кв 65",,,площадь,Купля-продажа,,,2025-10-02,2025-10-06,159010.60070671377,Собственность,1,,,,,,,56.6,9000000.0,,3.0,0.0
2026-01-01,89:10:010306:2702,Помещение,2015.0,гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, промзона, панель ""П"", район 2 котельной, КСиЭГ ""Тоги"", гараж №115а",,,площадь,Купля-продажа,,,2025-10-06,2025-10-07,4173.622704507513,Собственность,1,,,,,,,119.8,500000.0,,3.0,0.0
2026-01-01,89:10:010305:861,Помещение,2019.0,Гараж,Железобетонные,1,,303.0,89:10:010305:675,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный район Надымский, городское поселение город Надым, город Надым, проезд 8-й, строение 19/5, помещение 300",,,площадь,Купля-продажа,,,2025-10-06,2025-10-07,16853.932584269663,Собственность,1,,,,,,,26.7,450000.0,,3.0,0.0
2026-01-01,89:08:010108:736,Помещение,2007.0,Помещение: квартира,Монолитные,7,,101.0,89:08:010108:255,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Гаврюшина, д 17А, кв 45",,,площадь,Купля-продажа,,,2025-10-06,2025-10-07,209359.60591133003,Собственность,1,,,,,,,40.6,8500000.0,,3.0,0.0
2026-01-01,89:10:010105:748,Помещение,1992.0,Двухкомнатная квартира на первом этаже жилого дома,Крупнопанельные,1,,101.0,89:10:010105:299,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Кедровая, д 8, кв 200",,,площадь,Купля-продажа,,,2025-10-03,2025-10-07,86080.58608058607,Собственность,1,,,,,,,54.6,4700000.0,,3.0,0.0
2026-01-01,89:11:050102:1092,Помещение,1999.0,двухкомнатная квартира,Крупнопанельные,9,,101.0,89:11:050102:332,10,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Восточный, дом 3 корпус 3, квартира 35",,,площадь,Купля-продажа,,,2025-10-06,2025-10-07,138157.8947368421,Общая совместная собственность,1,,,,,,,53.2,7350000.0,,3.0,0.0
2026-01-01,89:10:010104:520,Помещение,2018.0,гараж,Железобетонные,1,,303.0,89:10:010104:474,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Ямальская, строение 20/5, гараж №27",,,площадь,Купля-продажа,,,2025-10-07,2025-10-08,18000.0,Собственность,1,,,,,,,25.0,450000.0,,3.0,0.0
2026-01-01,89:11:020304:698,Помещение,1983.0,"помещение: трёхкомнатная квартира, назначение: жилое, этаж 9",Смешанные,9,,101.0,89:11:020304:111,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, пр-кт Ленинградский, д 4а, кв 33",,,площадь,Купля-продажа,,,2025-10-07,2025-10-08,104838.70967741935,Собственность,1,,,,,,,62.0,6500000.0,,3.0,0.0
2026-01-01,89:11:050103:778,Помещение,1990.0,Квартира,Из железобетонных сегментов,6,,101.0,89:11:050103:244,9,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Мирный, дом 3 корпус 2, квартира 129",,,площадь,Купля-продажа,,,2025-10-07,2025-10-08,173553.71900826448,Собственность,1,,,,,,,36.3,6300000.0,,3.0,0.0
2026-01-01,89:12:110705:1445,Помещение,1994.0,трёхкомнатная квартира,Кирпичные,9,,101.0,89:12:110705:207,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, пр-кт Мира, д 38, кв 31",,,площадь,Купля-продажа,,,2025-10-07,2025-10-08,120748.2993197279,Собственность,1,,,,,,,58.8,7100000.0,,3.0,0.0
2026-01-01,89:08:010201:1679,Помещение,2015.0,Однокомнатная квартира,Из прочих материалов,4,,101.0,89:08:010201:1398,7,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Арктическая, д 8, кв 39",,,площадь,Купля-продажа,,,2025-10-07,2025-10-08,183962.2641509434,Общая совместная собственность,1,,,,,,,42.4,7800000.0,,3.0,0.0
2026-01-01,89:12:110822:97,Помещение,2015.0,гараж №10,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК ""Ханто-2"", ряд 26, гараж № 10",,,площадь,Купля-продажа,,,2025-10-01,2025-10-08,5555.555555555556,Собственность,1,,,,,,,36.0,200000.0,,3.0,0.0
2026-01-01,89:13:010106:2116,Помещение,2020.0,,Из мелких бетонных блоков,2,,205.0,89:13:010106:2112,4,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Муравленко, город Муравленко, улица Молодежная, дом 29, квартира 7",,,площадь,Купля-продажа,,,2025-10-06,2025-10-08,87048.8322717622,Собственность,1,,,,,,,47.1,4100000.0,,3.0,0.0
2026-01-01,89:11:020103:2604,Помещение,2018.0,,Из мелких бетонных блоков,6,,101.0,89:11:020103:2421,7,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, район Южный, мкр Строителей, д 7, корп 2, кв 183",,,площадь,Купля-продажа,,,2025-10-08,2025-10-09,77844.31137724551,Собственность,1,,,,,,,33.4,2600000.0,,3.0,0.0
2026-01-01,89:11:020103:2557,Помещение,2018.0,,Из мелких бетонных блоков,2,,101.0,89:11:020103:2421,7,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, район Южный, мкр Строителей, д 7, корп 2, кв 136",,,площадь,Купля-продажа,,,2025-10-08,2025-10-09,177611.94029850746,Общая совместная собственность,1,,,,,,,33.5,5950000.0,,3.0,0.0
2026-01-01,89:11:020206:2656,Помещение,2024.0,,Бетонные,3,,101.0,89:11:020206:2534,8,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, улица Южная, дом 54А, квартира 135",,,площадь,Купля-продажа,,,2025-10-08,2025-10-09,168701.75438596492,Общая долевая собственность,1,,,,,,,57.0,9616000.0,,3.0,0.0
2026-01-01,89:12:110702:969,Помещение,1986.0,"однокомнатная квартира, этаж 2, назначение: жилое",Железобетонные,2,,101.0,89:12:110702:114,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Ленина, д 88в, кв 50",,,площадь,Купля-продажа,,,2025-10-08,2025-10-09,133333.33333333334,Собственность,1,,,,,,,36.0,4800000.0,,3.0,0.0
2026-01-01,89:05:030301:4911,Помещение,1989.0,Помещение: однокомнатная квартира,Железобетонные,1,,101.0,89:05:030301:5831,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Губкинский, город Губкинский, улица Железнодорожная, дом 3, квартира 17",,,площадь,Купля-продажа,,,2025-10-08,2025-10-09,86330.93525179855,Собственность,1,,,,,,,27.8,2400000.0,,3.0,0.0
2026-01-01,89:14:020101:1210,Помещение,2015.0,гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Губкинский, промышленная зона, ГСК ""Сфера"", Панель 5, блок №6, гараж №129",,,площадь,Купля-продажа,,,2025-10-08,2025-10-10,30000.0,Собственность,1,,,,,,,20.0,600000.0,,3.0,0.0
2026-01-01,89:08:010108:653,Помещение,2002.0,Помещение: квартира,Крупнопанельные,5,,101.0,89:08:010108:262,7,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Гаврюшина, д 15, кв 29",,,площадь,Купля-продажа,,,2025-10-09,2025-10-10,213399.5037220844,Собственность,1,,,,,,,40.3,8600000.0,,3.0,0.0
2026-01-01,89:06:010109:2113,Помещение,2014.0,квартира,Бетонные,2,,205.0,89:06:010109:2091,3,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Тазовский, п Тазовский, ул Дорожная, д 3, кв 6",,,площадь,Купля-продажа,,,2025-10-09,2025-10-10,176190.47619047618,Собственность,1,,,,,,,63.0,11100000.0,,3.0,0.0
2026-01-01,89:12:110709:1439,Помещение,1991.0,однокомнатная квартира,Крупнопанельные,1,,101.0,89:12:110709:222,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул В.Цоя, д 9 Б, кв 3",,,площадь,Купля-продажа,,,2025-10-11,2025-10-13,133838.38383838383,Собственность,1,,,,,,,39.6,5300000.0,,3.0,0.0
2026-01-01,89:11:020101:2970,Помещение,2019.0,,Смешанные,4,,101.0,89:11:020101:2939,10,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проспект Губкина, дом 19/1, квартира 114",,,площадь,Купля-продажа,,,2025-10-11,2025-10-13,267918.08873720135,Собственность,1,,,,,,,58.6,15700000.0,,3.0,0.0
2026-01-01,89:11:050103:2380,Помещение,1991.0,трёхкомнатная квартира,Крупнопанельные,9,,101.0,89:11:050103:298,9,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Мирный, дом 1 корпус 6, квартира 142",,,площадь,Купля-продажа,,,2025-10-10,2025-10-13,138543.2473444613,Общая совместная собственность,1,,,,,,,65.9,9130000.0,,3.0,0.0
2026-01-01,89:11:020203:3791,Помещение,2023.0,,Из мелких бетонных блоков,8,,101.0,89:11:020203:3730,11,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, улица Таежная, дом 76А, квартира 153",,,площадь,Купля-продажа,,,2025-10-10,2025-10-13,201612.90322580645,Общая долевая собственность,1,,,,,,,62.0,12500000.0,,3.0,0.0
2026-01-01,89:09:000000:1689,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, Лабытнанги, ул Школьная, блок Д, бокс 8, гаражная площадка №17",,,площадь,Купля-продажа,,,2025-10-10,2025-10-13,76595.74468085106,Собственность,1,,,,,,,23.5,1800000.0,,3.0,0.0
2026-01-01,89:12:110604:1480,Помещение,2025.0,,Иное,4,,101.0,89:12:110604:1433,6,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Энтузиастов, дом 20, квартира 51",,,площадь,Купля-продажа,,,2025-10-10,2025-10-13,185314.7435897436,Собственность,1,,,,,,,31.2,5781820.0,,3.0,0.0
2026-01-01,89:12:000000:8194,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК Ханто-1, ряд 35, гараж 23",,,площадь,Купля-продажа,,,2025-10-09,2025-10-13,29166.666666666668,Собственность,1,,,,,,,24.0,700000.0,,3.0,0.0
2026-01-01,89:13:010111:817,Помещение,2006.0,Квартира,Крупнопанельные,3,,101.0,89:13:010111:170,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Нефтяников, д 77, кв 39, микрорайон 11",,,площадь,Купля-продажа,,,2025-10-13,2025-10-14,122448.97959183673,Собственность,1,,,,,,,73.5,9000000.0,,3.0,0.0
